source,source_value,row_count,row_share,scheme,version,mapping_kind,codes,match_type,confidence,notes,source_field,query_text,branch_codes,branch_titles,suggested_kind,suggested_codes,candidate_codes,candidate_titles,candidate_scores,retrieval_score,suggestion_source,review_status,row_count_num,audit_reason,audit_decision,audit_correct_kind,audit_correct_codes,audit_notes
fsq,"[Community and Government > Housing Development, Community and Government > Assisted Living, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Community and Government Housing Development, Community and Government Assisted Living, Landmarks and Outdoors Structure",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Travel and Transportation > Lodging > Hotel, Travel and Transportation > Lodging > Hostel, Community and Government > Residential Building > Apartment or Condo]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,accommodation hotels and similar accommodation,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Retail > Fashion Retail > Clothing Store, Retail > Boutique, Arts and Entertainment > Art Gallery]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,EXACT,47711,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Convenience Store, Retail > Food and Beverage Retail, Dining and Drinking > Dessert Shop > Ice Cream Parlor]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:fsq:retail_convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Convenience-store code selects one component of a combined source value containing a different retail/service class.
fsq,"[Retail > Hardware Store, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale hardware building materials,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Business and Professional Services > Office > Meeting Room, Business and Professional Services > Office, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Business and Professional Services Office Meeting Room, Business and Professional Services Office, Landmarks and Outdoors Structure",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Sports and Recreation > Basketball > Basketball Court, Retail > Sporting Goods Retail]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,operation of courts for basketball volleyball badminton tennis and pickleball,93112,"Operation of courts for basketball, volleyball, badminton, tennis and pickleball",EXACT,93112,93112,"Operation of courts for basketball, volleyball, badminton, tennis and pickleball",0.961711,0.961711,semantic:fsq:sports_court;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Court-operation code captures one of multiple distinct activities in the combined source value.
fsq,"[Community and Government > Government Building > Law Enforcement and Public Safety > Police Station, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,general public administration activities,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Retail > Arts and Crafts Store, Retail > Souvenir Store, Retail > Fashion Retail > Clothing Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,A clothing code matches one label but the combined Foursquare value contains another distinct activity/class.
fsq,"[Arts and Entertainment > Public Art > Street Art, Travel and Transportation > Road]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Arts and Entertainment Public Art Street Art, Travel and Transportation Road",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ;LOW_FREQUENCY_RANDOM,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Convenience Store, Retail > Food and Beverage Retail > Grocery Store, Dining and Drinking > Restaurant > Fried Chicken Joint]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:fsq:retail_convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,Convenience-store code selects one component of a combined source value containing a different retail/service class.
fsq,"[Dining and Drinking > Dessert Shop > Waffle Shop, Dining and Drinking > Snack Place, Dining and Drinking > Dessert Shop]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Travel and Transportation > Rest Area, Community and Government > Residential Building > Apartment or Condo]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Travel and Transportation Rest Area, Community and Government Residential Building Apartment or Condo",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Health and Medicine > Physician > Family Medicine Doctor, 'Health and Medicine > Physician > Doctor\'s Office', Health and Medicine > Hospital > Hospital Unit]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,hospital activities,861,Hospital activities,SUBTREE,861,861|8611|8612|86129|86111,"Hospital activities || Public hospital activities || Private hospital activities || Private hospital activities, n.e.c. || Public general hospital activities",1.000000|0.759486|0.757450|0.723632|0.642941,1.000000,semantic:fsq:hospital;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,861,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Board Store, Retail > Fashion Retail > Clothing Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,A clothing code matches one label but the combined Foursquare value contains another distinct activity/class.
fsq,"[Business and Professional Services > Funeral Home, Community and Government > Spiritual Center, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Business and Professional Services Funeral Home, Community and Government Spiritual Center, Landmarks and Outdoors Structure",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Dining and Drinking > Bar, Community and Government > Residential Building > Apartment or Condo]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,beverage serving activities cafes coffee shops,,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Dining and Drinking > Dessert Shop, Dining and Drinking > Creperie]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Business and Professional Services > Food and Beverage Service > Food Distribution Center, Business and Professional Services > Food and Beverage Service]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Business and Professional Services Food and Beverage Service Food Distribution Center, Business and Professional Services Food and Beverage Service",,,SUBTREE,56,56|5640|564|56400|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,0.641675|0.461131|0.461131|0.461131|0.247456,0.641675,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_CODE,REVIEW,,"Food distribution center is logistics/wholesale/distribution, not food-and-beverage service activity."
fsq,"[Dining and Drinking > Food Stand, Dining and Drinking > Breakfast Spot, Dining and Drinking > Food Court]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Sports and Recreation > Basketball > Basketball Court, Landmarks and Outdoors > Park, Business and Professional Services > Event Space]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,operation of courts for basketball volleyball badminton tennis and pickleball,93112,"Operation of courts for basketball, volleyball, badminton, tennis and pickleball",EXACT,93112,93112,"Operation of courts for basketball, volleyball, badminton, tennis and pickleball",0.961711,0.961711,semantic:fsq:sports_court;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,EXACT,93112,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Landmarks and Outdoors > Monument, Landmarks and Outdoors > Park]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Landmarks and Outdoors Monument, Landmarks and Outdoors Park",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Arts and Entertainment > Strip Club, Dining and Drinking > Bar > Beer Garden, Community and Government > Residential Building > Apartment or Condo]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Arts and Entertainment Strip Club, Dining and Drinking Bar Beer Garden, Community and Government Residential Building Apartment or Condo",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Retail > Miscellaneous Store, Retail > Stationery Store, Retail > Souvenir Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale Souvenir Store,47,Retail Trade,EXACT,47193,47193|4721|47217|47219|47761,"Retail sale in handicraft and souvenir products || Retail sale of food || Retail sale of salt || Retail sale of food, n.e.c. || Retail sale of pet",0.524994|0.368651|0.344866|0.339569|0.338522,0.524994,semantic:fsq:retail;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,EXACT,47193,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Fashion Retail > Clothing Store, Retail > Pop-Up Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,EXACT,47711,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Dining and Drinking > Dessert Shop > Pie Shop, Dining and Drinking > Snack Place]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"['Health and Medicine > Physician > Doctor\'s Office', Retail > Pharmacy, Retail > Convenience Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale pharmaceutical medical goods,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles",SUBTREE,4772,4772|47721|47723|47724|47722,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles || Retail sale of prescription and over-the-counter drugs and pharmaceutical goods || Retail sale of medical, orthopedic and dental instruments and supplies || Retail sale of perfumery, cosmetic and toilet articles || Retail sale of non-medicinal wellness and herbal products and supplements",0.591138|0.353173|0.238311|0.134616|0.129968,0.591138,semantic:fsq:pharmacy;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Pharmacy branch captures one activity but the combined source value contains another distinct health/retail/social activity.
fsq,"[Business and Professional Services > Health and Beauty Service > Spa, Retail > Cosmetics Store, 'Health and Medicine > Physician > Doctor\'s Office']",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,hairdressing beauty treatment day spa activities,962,"Hairdressing, beauty treatment, day spa and similar activities",SUBTREE,962,962|9622|96220|9621|96211,"Hairdressing, beauty treatment, day spa and similar activities || Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Hairdressing and barber activities || Hairdressing activities, other than barber activities",0.860616|0.466881|0.466881|0.296729|0.262443,0.860616,semantic:fsq:beauty;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,TOO_NARROW,REVIEW,,Beauty/spa branch captures one component of a mixed source value containing a distinct medical/retail activity.
fsq,"[Retail > Baby Store, 'Retail > Fashion Retail > Women\'s Store', 'Retail > Fashion Retail > Children\'s Clothing Store']",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,A clothing code matches one label but the combined Foursquare value contains another distinct activity/class.
fsq,"[Business and Professional Services > Health and Beauty Service > Hair Salon, Business and Professional Services > Health and Beauty Service > Nail Salon, Business and Professional Services > Health and Beauty Service > Massage Clinic]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,hairdressing beauty treatment day spa activities,962,"Hairdressing, beauty treatment, day spa and similar activities",SUBTREE,962,962|9622|96220|9621|96211,"Hairdressing, beauty treatment, day spa and similar activities || Beauty care and other beauty treatment activities || Beauty care and other beauty treatment activities || Hairdressing and barber activities || Hairdressing activities, other than barber activities",0.860616|0.466881|0.466881|0.296729|0.262443,0.860616,semantic:fsq:beauty;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,962,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Convenience Store, Retail > Fashion Retail > Shoe Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:fsq:retail_convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Convenience-store code selects one component of a combined source value containing a different retail/service class.
fsq,"[Landmarks and Outdoors > Monument, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Landmarks and Outdoors Monument, Landmarks and Outdoors Structure",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Landmarks and Outdoors > Roof Deck, Community and Government > Residential Building > Apartment or Condo, Landmarks and Outdoors > Structure]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Landmarks and Outdoors Roof Deck, Community and Government Residential Building Apartment or Condo, Landmarks and Outdoors Structure",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,NOT_ACTIVITY,,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Business and Professional Services > Food and Beverage Service, Business and Professional Services > Industrial Estate, Retail > Food and Beverage Retail]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Business and Professional Services Food and Beverage Service, Business and Professional Services Industrial Estate, Retail Food and Beverage Retail",,,SUBTREE,56,56|56400|5640|564|5630,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Beverage serving activities,0.573391|0.434916|0.434916|0.434916|0.225769,0.573391,semantic:raw_category;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Food-service branch captures one component of a mixed Foursquare source value.
fsq,"['Retail > Fashion Retail > Children\'s Clothing Store', Retail > Fashion Retail > Shoe Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,A clothing code matches one label but the combined Foursquare value contains another distinct activity/class.
fsq,"[Retail > Boutique, Retail > Miscellaneous Store, Retail > Fashion Retail > Clothing Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,EXACT,47711,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Food and Beverage Retail > Imported Food Store, Retail > Convenience Store, Retail > Food and Beverage Retail > Grocery Store]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail selling in convenience stores,4711,"Non-specialized retail sale with food, beverages or tobacco predominating",EXACT,47114,47114|47113|47111|47115|47112,Retail selling in convenience stores || Retail selling in sari-sari stores || Retail selling in groceries || Retail selling in pasalubong stores or centers || Retail selling in supermarkets and hypermarkets,1.000000|0.446025|0.441785|0.432407|0.315958,1.000000,semantic:fsq:retail_convenience;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Convenience-store code selects one component of a combined source value containing a different retail/service class.
fsq,"[Travel and Transportation > Transport Hub > Rail Station, Travel and Transportation > Road]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,"Travel and Transportation Transport Hub Rail Station, Travel and Transportation Road",,,NOT_ACTIVITY,,,,,,rule:high_precision_non_activity,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,WRONG_KIND,REVIEW,,A clear economic/service activity is present alongside the non-activity label; the whole combined value should not be forced to NOT_ACTIVITY.
fsq,"[Sports and Recreation > Basketball > Basketball Court, Sports and Recreation > Gym and Studio > Gym, Sports and Recreation > Volleyball Court]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,operation of courts for basketball volleyball badminton tennis and pickleball,93112,"Operation of courts for basketball, volleyball, badminton, tennis and pickleball",EXACT,93112,93112,"Operation of courts for basketball, volleyball, badminton, tennis and pickleball",0.961711,0.961711,semantic:fsq:sports_court;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,Court-operation code captures one of multiple distinct activities in the combined source value.
fsq,"['Health and Medicine > Physician > Doctor\'s Office', Retail > Pharmacy]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale pharmaceutical medical goods,4772,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles",SUBTREE,4772,4772|47721|47723|47724|47722,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles || Retail sale of prescription and over-the-counter drugs and pharmaceutical goods || Retail sale of medical, orthopedic and dental instruments and supplies || Retail sale of perfumery, cosmetic and toilet articles || Retail sale of non-medicinal wellness and herbal products and supplements",0.591138|0.353173|0.238311|0.134616|0.129968,0.591138,semantic:fsq:pharmacy;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,SUBTREE,4772,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Fashion Retail > Clothing Store, Dining and Drinking > Restaurant > Pizzeria, Arts and Entertainment > Arcade]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,TOO_NARROW,REVIEW,,A clothing code matches one label but the combined Foursquare value contains another distinct activity/class.
fsq,"[Dining and Drinking > Donut Shop, Dining and Drinking > Breakfast Spot]",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,food and beverage service activities,56,Food and Beverage Service Activities,SUBTREE,56,56|5640|56400|564|56290,Food and Beverage Service Activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Intermediation service activities for food and beverage services activities || Other food service activities,1.000000|0.669798|0.669798|0.669798|0.442780,1.000000,semantic:fsq:dining;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,STRATIFIED_KIND_SOURCE_FREQ,CORRECT,SUBTREE,56,Semantically defensible at the proposed PSIC hierarchy level.
fsq,"[Retail > Fashion Retail > Clothing Store, Retail > Fashion Retail > Fashion Accessories Store, 'Retail > Fashion Retail > Men\'s Store']",1,1.2563350695883995e-06,psic,rev5,,,exact,,,category,retail sale garments clothing apparel,4771,"Retail sale of clothing, footwear and leather articles",EXACT,47711,47711|4771|47719|47712|47713,"Retail sale of garments, clothing, wearing apparel and clothing accessories || Retail sale of clothing, footwear and leather articles || Retail sale of clothing, footwear and leather articles, n.e.c. || Retail sale of footwear || Retail sale of leather goods and travel accessories of leather and leather substitutes",0.697789|0.311996|0.304685|0.244308|0.101870,0.697789,semantic:fsq:retail_clothing;retrieval:strong_separated_hit,REVIEW_REQUIRED,1,LOW_FREQUENCY_RANDOM,CORRECT,EXACT,47711,Semantically defensible at the proposed PSIC hierarchy level.
